STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-01,,,,,9.17,1828,1818,0.00,,0.0,0.0,,92,68,,,280,280,,,0.0,,29.1,38.9,,,1,,,,1,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-02,,,,,6.26,2117,2112,0.06,,0.0,0.0,,83,71,,,210,220,,,0.0,,13.0,16.1,,,1,,1,,1,,,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-03,,,,,15.43,1542,2122,0.05,,0.0,0.0,,78,59,,,250,280,,,0.0,,28.0,34.9,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-04,,,,,15.66,1448,1659,0.02,,0.0,0.0,,68,52,,,280,280,,,0.0,,25.9,36.9,,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-05,,,,,7.61,1221,1242,0.00,,0.0,0.0,,73,47,,,250,260,,,0.0,,21.0,25.9,,,,,,,1,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-06,,,,,6.49,1147,1146,0.03,,0.0,0.0,,75,57,,,210,220,,,0.0,,17.0,21.0,,,,,,,1,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-07,,,,,18.34,1409,1409,0.00,,0.0,0.0,,88,63,,,230,230,,,0.0,,36.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-08,,,,,12.30,1438,1431,0.00,,0.0,0.0,,69,54,,,310,300,,,0.0,,21.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-09,,,,,7.61,1406,1511,0.00,,0.0,0.0,,70,50,,,290,330,,,0.0,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-10,,,,,3.80,1629,1716,0.00,,0.0,0.0,,70,50,,,30,90,,,0.0,,10.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-11,,,,,4.47,1043,950,0.39,,0.0,0.0,,68,53,,,150,150,,,0.0,,16.1,21.9,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-12,,,,,8.50,1424,1423,0.00,,0.0,0.0,,76,57,,,320,310,,,0.0,,19.9,29.1,,,1,,,,,,,,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-13,,,,,10.07,1354,1316,0.00,,0.0,0.0,,81,57,,,280,260,,,0.0,,23.0,31.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-14,,,,,7.61,2215,2214,0.00,,0.0,0.0,,74,51,,,340,340,,,0.0,,17.0,21.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-15,,,,,4.92,1325,2144,0.00,,0.0,0.0,,70,50,,,170,100,,,0.0,,10.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-16,,,,,8.50,1921,1920,1.39,,0.0,0.0,,75,57,,,360,350,,,0.0,,19.9,28.0,,,1,,1,,1,,1,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-17,,,,,4.47,4,2,0.00,,0.0,0.0,,65,50,,,350,350,,,0.0,,13.0,17.0,,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-18,,,,,5.82,1552,845,0.10,,0.0,0.0,,72,52,,,230,260,,,0.0,,14.1,17.9,,,1,,,,1,,,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-19,,,,,4.25,1013,944,0.00,,0.0,0.0,,70,58,,,30,40,,,0.0,,10.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-20,,,,,5.82,1711,1608,0.00,,0.0,0.0,,68,58,,,170,160,,,0.0,,12.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-21,,,,,9.62,1309,1316,0.00,,0.0,0.0,,90,60,,,220,230,,,0.0,,23.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-22,,,,,5.82,1004,1003,0.32,,0.0,0.0,,78,65,,,240,260,,,0.0,,16.1,17.0,,,1,,1,,1,,,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-23,,,,,6.71,1551,1711,0.00,,0.0,0.0,,88,61,,,240,210,,,0.0,,16.1,21.0,,,1,,,,,,1,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-24,,,,,19.01,1042,1050,0.00,,0.0,0.0,,84,60,,,240,230,,,0.0,,38.9,47.0,,,,,,,1,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-25,,,,,12.08,247,246,0.00,,0.0,0.0,,62,53,,,290,290,,,0.0,,21.9,29.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-26,,,,,6.49,1412,1403,0.00,,0.0,0.0,,62,46,,,340,330,,,0.0,,15.0,21.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-27,,,,,7.61,937,937,0.00,,0.0,0.0,,62,51,,,30,30,,,0.0,,14.1,17.0,,,,,,,1,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-28,,,,,8.50,1514,1542,0.96,,0.0,0.0,,57,52,,,290,310,,,0.0,,13.0,17.9,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-29,,,,,4.25,2120,2122,0.00,,0.0,0.0,,70,47,,,140,150,,,0.0,,14.1,17.9,,,1,,,,,,,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-09-30,,,,,7.61,2135,2135,0.00,,0.0,0.0,,74,51,,,10,10,,,0.0,,19.9,25.1,,,1,,,,,,,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-01,,,,,7.16,1452,1321,0.00,,0.0,0.0,,66,46,,,330,310,,,0.0,,16.1,21.0,,,,,,,1,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-02,,,,,9.17,1751,2104,0.31,,0.0,0.0,,55,44,,,20,290,,,0.0,,21.9,31.1,,,1,,,,1,,,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-03,,,,,12.53,1116,1152,0.00,,0.0,0.0,,55,44,,,40,50,,,0.0,,23.9,30.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-04,,,,,8.28,1354,734,0.00,,0.0,0.0,,61,43,,,360,80,,,0.0,,15.0,21.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-05,,,,,6.49,1618,1640,0.00,,0.0,0.0,,66,47,,,340,340,,,0.0,,15.0,19.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-06,,,,,7.61,1319,1234,0.00,,0.0,0.0,,70,44,,,310,310,,,0.0,,16.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-07,,,,,9.17,1344,1452,0.00,,0.0,0.0,,71,47,,,300,300,,,0.0,,17.0,23.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-08,,,,,7.16,1456,1455,0.00,,0.0,0.0,,78,43,,,270,270,,,0.0,,19.9,23.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-09,,,,,3.80,1646,1658,0.00,,0.0,0.0,,73,49,,,170,170,,,0.0,,10.1,12.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-10,,,,,4.25,1010,1005,0.00,,0.0,0.0,,83,52,,,300,290,,,0.0,,12.1,17.0,,,1,,,,,,,,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-11,,,,,4.03,2139,2248,0.00,,0.0,0.0,,81,53,,,50,30,,,0.0,,13.0,16.1,,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-12,,,,,3.58,835,1746,0.00,,0.0,0.0,,66,49,,,30,150,,,0.0,,10.1,11.0,,,1,,,,,,,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-13,,,,,3.80,1508,2147,0.37,,0.0,0.0,,66,45,,,330,310,,,0.0,,13.0,15.0,,,1,,,,1,,1,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-14,,,,,7.61,1804,1803,0.04,,0.0,0.0,,63,44,,,250,250,,,0.0,,23.0,34.9,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-15,,,,,8.28,1055,1055,0.01,,0.0,0.0,,63,46,,,10,10,,,0.0,,19.9,25.9,,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-16,,,,,6.04,1520,1519,0.00,,0.0,0.0,,64,40,,,230,230,,,0.0,,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-17,,,,,7.16,1435,1211,0.00,,0.0,0.0,,65,46,,,310,300,,,0.0,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-18,,,,,4.25,10,1721,0.00,,0.0,0.0,,57,47,,,360,240,,,0.0,,12.1,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-19,,,,,6.71,1424,1422,0.00,,0.0,0.0,,60,38,,,290,310,,,0.0,,17.0,21.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-20,,,,,13.42,2222,2221,0.15,,0.0,0.0,,66,37,,,350,340,,,0.0,,30.0,38.9,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-21,,,,,8.50,1707,1707,0.00,,0.0,0.0,,54,38,,,300,300,,,0.0,,23.0,28.0,,,1,,,,,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-22,,,,,6.71,1343,1342,0.00,,0.0,0.0,,57,36,,,250,240,,,0.0,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-23,,,,,6.49,938,937,0.00,,0.0,0.0,,65,45,,,220,220,,,0.0,,16.1,17.9,,,,,,,1,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-24,,,,,9.40,1414,1634,0.01,,0.0,0.0,,75,54,,,210,200,,,0.0,,23.9,30.0,,,1,,1,,,,,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-25,,,,,11.41,1106,1004,0.00,,0.0,0.0,,70,59,,,220,200,,,0.0,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-26,,,,,16.55,1607,1503,0.18,,0.0,0.0,,70,54,,,220,210,,,0.0,,31.1,40.0,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-27,,,,,23.26,1405,1404,0.00,,0.0,0.0,,69,51,,,220,220,,,0.0,,38.9,49.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-28,,,,,15.88,222,220,0.00,,0.0,0.0,,56,43,,,270,260,,,0.0,,30.0,40.9,,,,,,,1,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-29,,,,,9.62,938,937,0.00,,0.0,0.0,,51,41,,,320,290,,,0.0,,16.1,23.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-30,,,,,14.32,1454,1433,0.00,,0.0,0.0,,61,39,,,220,230,,,0.0,,29.1,38.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-10-31,,,,,8.50,1047,259,0.00,,0.0,0.0,,51,34,,,360,360,,,0.0,,17.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-01,,,,,2.46,305,1733,0.00,,0.0,0.0,,49,29,,,20,120,,,0.0,,8.1,8.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-02,,,,,3.80,1548,1547,0.00,,0.0,0.0,,50,29,,,30,40,,,0.0,,12.1,16.1,,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-03,,,,,3.36,1721,1720,0.00,,0.0,0.0,,48,28,,,200,200,,,0.0,,12.1,14.1,,,1,,,,1,,1,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-04,,,,,7.61,2045,2045,0.01,,0.0,0.0,,52,34,,,360,360,,,0.0,,25.1,31.1,,,,,,,1,,1,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-05,,,,,11.86,929,104,0.00,,0.0,0.0,,43,28,,,330,290,,,0.0,,21.9,31.1,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-06,,,,,6.26,2340,1355,0.00,,0.0,0.0,,44,26,,,230,310,,,0.0,,12.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-07,,,,,8.72,1103,1103,0.00,,0.0,0.0,,53,27,,,230,230,,,0.0,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-08,,,,,0.67,2106,2105,0.00,,0.0,0.0,,63,32,,,60,60,,,0.0,,8.1,12.1,,,,,,,,,1,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-09,,,,,2.24,1155,1216,0.00,,0.0,0.0,,58,36,,,110,110,,,0.0,,10.1,13.0,,,1,1,,,,,1,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-10,,,,,4.03,1544,1413,0.00,,0.0,0.0,,53,36,,,90,110,,,0.0,,10.1,15.0,,,1,1,,,,,,1,1,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-11,,,,,2.24,1644,1640,0.00,,0.0,0.0,,62,34,,,140,140,,,0.0,,8.9,13.0,,,1,1,,,,,1,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-12,,,,,1.57,1513,1443,0.00,,0.0,0.0,,62,36,,,140,140,,,0.0,,6.9,8.9,,,1,1,,,,,1,1,1,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-13,,,,,4.25,2035,2033,0.00,,0.0,0.0,,61,37,,,180,180,,,0.0,,15.0,21.0,,,1,1,,,1,,1,1,1,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-14,,,,,12.75,252,1420,0.04,,0.0,0.0,,55,35,,,250,230,,,0.0,,23.9,30.0,,,1,,,,,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-15,,,,,8.28,1330,1332,0.00,,0.0,0.0,,52,34,,,240,240,,,0.0,,21.0,25.1,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-16,,,,,8.50,2329,2354,0.53,,0.0,0.0,,50,31,,,340,340,,,0.0,,23.0,31.1,,,1,,,,1,,1,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-17,,,,,11.41,232,140,0.12,,0.0,0.0,,55,42,,,320,330,,,0.0,,25.1,33.1,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-18,,,,,8.05,1403,1401,0.00,,0.0,0.0,,47,35,,,310,310,,,0.0,,17.9,23.9,,,1,,,,1,,,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-19,,,,,10.51,1614,1612,0.00,,0.0,0.0,,47,28,,,220,220,,,0.0,,25.1,30.0,,,,,,,,,1,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-20,,,,,7.61,30,30,0.00,,0.0,0.0,,50,36,,,240,250,,,0.0,,17.9,23.0,,,1,,,,,,1,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-21,,,,,9.62,2318,2317,0.00,,0.0,0.0,,62,35,,,220,230,,,0.0,,25.9,32.0,,,1,,,,,,1,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-22,,,,,13.65,13,13,0.84,,0.0,0.0,,63,57,,,220,220,,,0.0,,25.9,31.1,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-23,,,,,14.99,1133,1127,0.45,,0.0,0.0,,60,30,,,250,250,,,0.0,,25.9,33.1,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-24,,,,,5.82,2331,2330,0.00,,0.0,0.0,,41,26,,,120,120,,,0.0,,16.1,23.0,,,,,1,1,1,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-25,,,,,8.95,2320,2320,0.76,,0.0,0.0,,47,33,,,290,290,,,0.0,,30.0,40.9,,,1,1,,1,1,,,,1,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-26,,,,,17.45,311,310,0.00,,0.0,0.0,,33,25,,,260,260,,,0.0,,29.1,38.9,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-27,,,,,12.97,237,258,0.00,,0.0,0.0,,38,30,,,290,280,,,0.0,,23.9,30.0,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-28,,,,,5.82,14,2132,0.00,,0.0,0.0,,40,23,,,250,160,,,0.0,,13.0,15.0,,,1,,,,,,,1,,,,1,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-29,,,,,7.61,2354,2354,0.00,,0.0,0.0,,50,28,,,150,140,,,0.0,,17.0,23.0,,,1,,,,1,,,,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-11-30,,,,,15.21,958,1552,0.59,,0.0,0.0,,57,34,,,190,250,,,0.0,,23.9,31.1,,,1,,,,1,,,,,,,1,1,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-01,,,,,16.78,1809,1747,0.00,,0.1,0.0,,34,26,,,240,240,,,0.0,,23.0,29.1,,,1,,,,,,,,,,,1,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-02,,,,,12.53,735,734,0.01,,0.2,0.0,,29,25,,,220,220,,,0.0,,21.9,25.9,,,1,,,,,,,,,,,1,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-03,,,,,6.49,1038,1038,0.01,,0.1,0.0,,36,27,,,310,310,,,0.0,,14.1,17.9,,,1,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-04,,,,,7.38,2334,2332,0.00,,0.0,0.0,,35,26,,,330,330,,,0.0,,17.9,25.1,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-05,,,,,13.20,1336,1237,0.00,,0.0,0.0,,30,23,,,340,310,,,0.0,,25.1,33.1,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-06,,,,,14.09,1313,1138,0.01,,0.3,0.0,,29,23,,,330,290,,,0.0,,23.0,38.9,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-07,,,,,14.32,938,937,0.00,,0.0,0.0,,29,20,,,330,330,,,0.0,,25.1,36.0,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-08,,,,,8.50,1309,1609,0.00,,0.0,0.0,,30,19,,,270,290,,,0.0,,15.0,17.9,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-09,,,,,6.04,2328,2243,0.00,,0.0,0.0,,29,15,,,180,190,,,0.0,,16.1,21.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-10,,,,,12.97,1529,1455,0.07,,0.9,1.0,,39,26,,,230,220,,,0.0,,21.9,25.9,,,1,,,,,,1,1,,,,1,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-11,,,,,5.82,2236,2225,0.08,,0.0,0.0,,41,22,,,120,110,,,0.0,,13.0,17.9,,,1,,,,1,,1,1,,,,1,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-12,,,,,11.63,1805,2357,0.94,,6.3,0.0,,38,16,,,340,340,,,0.0,,25.9,36.0,,,1,1,,,1,,,1,1,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-13,,,,,17.67,1348,132,0.00,,0.0,6.0,,16,9,,,330,320,,,0.0,,25.9,38.0,,,,,,,,,,1,1,,,,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-14,,,,,13.65,1419,1144,0.00,,0.0,6.0,,21,9,,,320,320,,,0.0,,21.9,33.1,,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-15,,,,,4.70,1554,1553,0.00,,0.0,6.0,,25,13,,,270,260,,,0.0,,14.1,17.0,,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-16,,,,,5.37,1600,1806,0.00,,0.0,5.0,,26,6,,,270,300,,,0.0,,10.1,14.1,,,1,,,,,,,,,,,1,,,1,,1,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,2010-12-17,,,,,10.96,1419,1438,0.00,,0.0,5.0,,28,15,,,240,250,,,0.0,,19.9,25.1,,,1,,,,,,,,,,,1,,,1,,1,,,,,
